Job Id,Experience,Qualifications,Work Type,Job Title,Role,Job Description,Skills,Company
5126f0e4-d284-43ed-8c40-c82fd3c31d23,4 to 13 Years,MCA,Full-Time,UX/UI Designer,User Interface Designer,"User Interface Designers focus on the visual and interactive aspects of digital interfaces. They design layouts, buttons, and other elements to ensure a cohesive and visually appealing user interface.","UI design principles and best practices Graphic design tools (e.g., Adobe Photoshop, Illustrator) Typography and color theory Visual design and layout Responsive design",Continental Resources
8b41ecbf-8aff-4a6b-aeb2-d569c2f5fefa,4 to 9 Years,BA,Full-Time,Sales Representative,Inside Sales Representative,"Inside Sales Representatives are responsible for selling products or services to customers over the phone or through online channels. They engage with leads, answer customer inquiries, and use persuasive communication to close sales and meet revenue targets.","Sales prospecting and lead generation Sales presentation and communication CRM software (e.g., Salesforce) Sales negotiation and closing techniques Product knowledge Relationship building",Henkel AG & Co. KGaA
ad92bdce-f172-44e7-b520-d05c35c91703,1 to 11 Years,BBA,Intern,Environmental Consultant,Sustainability Consultant,"Sustainability Consultants advise organizations on sustainable practices and strategies. They assess environmental impact, recommend sustainability initiatives, and assist in the development and implementation of sustainable policies.",Sustainability consulting Sustainability assessments Sustainable practices Green building standards Environmental policies Client communication,WESCO International
3b6ec6a5-f5a8-472c-a55e-fe5ea13f265d,5 to 13 Years,BBA,Temporary,Electrical Engineer,Electronics Hardware Engineer,"Electronics Hardware Engineers develop and design electronic components and systems, from circuit boards to hardware prototypes, ensuring functionality and performance.",Electronics design PCB layout Embedded systems Circuit analysis Troubleshooting,Unilever
dd4b47d4-d380-4532-934a-253db4942427,0 to 9 Years,M.Tech,Temporary,Systems Engineer,Systems Integration Specialist,"The role of a Systems Integration Specialist involves integrating various software and hardware components to create cohesive systems. You will design and implement solutions that enable different systems to communicate and work together seamlessly. Your responsibilities also include troubleshooting integration issues, ensuring data consistency, and collaborating with cross-functional teams.",Systems integration Integration architecture Data mapping Middleware technologies API integration System testing Troubleshooting,NRG Energy
0144e5d7-c5cc-4f59-b14f-337bbfb79077,0 to 13 Years,BBA,Full-Time,Brand Manager,Brand Strategist,A Brand Strategist develops strategies to build and strengthen a companys brand identity. They research market trends and consumer preferences to guide branding decisions.,Brand strategy development Market research and analysis Competitive analysis Brand positioning and messaging Creative direction and collaboration,InterContinental Hotels Group
87b20a4b-981e-45a0-8413-39b98e669541,5 to 11 Years,BCA,Full-Time,Electrical Designer,Electrical Engineer,"Electrical Engineers design and develop electrical systems and devices. They work on projects such as power generation, electronics, and control systems for various industries.",Electrical engineering Circuit design Electronics AutoCAD proficiency Problem-solving,"Revlon, Inc."
105b294e-a590-4900-88c4-b45b0e8b7c62,2 to 14 Years,PhD,Temporary,Nurse Practitioner,Acute Care Nurse Practitioner,"Acute Care Nurse Practitioners focus on managing acute and critical medical conditions, often working in hospitals or emergency care settings.",Acute care nursing Emergency medicine Critical care Diagnostic tests Treatment planning,Ceconomy AG (Formerly Metro AG)
3958bc0b-a0c0-4caa-9ba6-d85da1786075,2 to 13 Years,B.Tech,Part-Time,Litigation Attorney,Trial Attorney,"Trial Attorneys represent clients in legal proceedings. They prepare cases, conduct trials, and provide legal counsel to clients involved in civil or criminal litigation.",Litigation Legal research Courtroom representation Case preparation Client counseling Legal writing,Constellation Brands
7fb98f2a-7ab6-4920-bba3-ea6546ec02ce,2 to 9 Years,BBA,Contract,Network Engineer,Network Security Engineer,"Network Security Engineers focus on protecting network systems from cyber threats. They implement security measures, monitor network traffic, and respond to security incidents to safeguard the organizations data.",Network security protocols and technologies Firewalls and intrusion detection systems Vulnerability assessment and penetration testing Security policy development and enforcement Incident response and recovery,Interpublic Group
916fdba4-86af-446b-a3b0-e272aef91428,2 to 12 Years,MBA,Temporary,Psychologist,Research Psychologist,"Research Psychologists conduct psychological research to advance the fields understanding. They design studies, collect data, and analyze results to inform scientific knowledge.",Research methodology Data analysis Psychological studies Writing research reports Critical thinking,Auto-Owners Insurance
0b5c4919-8389-47f8-a469-ab1d34651a9c,2 to 12 Years,B.Tech,Part-Time,Art Teacher,Art Education Coordinator,"An Art Education Coordinator plans and manages art education programs, curriculum development, and educational outreach to promote art appreciation and learning within communities.",Art education curriculum Program development Teacher training Communication skills Artistic expertise,ODP
5a7d1754-451d-4e38-9162-03b2c6a1a9bf,1 to 8 Years,MCA,Part-Time,Human Resources Manager,Talent Acquisition Manager,"Talent Acquisition Managers oversee the recruitment and hiring process. They develop recruitment strategies, source candidates, conduct interviews, and collaborate with hiring managers to attract and hire qualified talent to meet the organizations staffing needs.",Talent sourcing Interviewing Onboarding Recruitment strategies HR software,Titan Company
bfba4124-701c-4bdb-8a9e-ee01f6a37dbb,1 to 12 Years,B.Com,Contract,Teacher,Classroom Teacher,"A Classroom Teacher educates students in a specific subject or grade level. They create lesson plans, deliver instruction, assess student progress, and foster a positive learning environment.",Teaching pedagogy Classroom management Curriculum development Student assessment Differentiated instruction,Farmers Insurance Exchange
bd460123-f47f-4d39-b51a-43fe76c74d6e,1 to 15 Years,MCA,Contract,Inventory Analyst,Inventory Control Specialist,"Inventory Control Specialists manage and optimize inventory levels in a business. They track stock, monitor demand, and implement inventory control procedures to ensure efficient operations and minimize carrying costs.",Inventory management Stock control Demand forecasting Inventory tracking systems Supply chain coordination Problem-solving skills,Publix Super Markets
d3f7a800-fe2c-466b-b797-085a51521889,4 to 13 Years,M.Com,Contract,Legal Counsel,Corporate Attorney,"Corporate Attorneys provide legal counsel and representation to organizations. They handle legal matters, contracts, mergers, acquisitions, and ensure compliance with laws and regulations relevant to the business.",Corporate law and regulations Contract drafting and negotiation Legal research and analysis Risk management Excellent communication and negotiation skills,Otis Worldwide
994584f9-f423-4090-af4e-f05c9a85207e,4 to 14 Years,MCA,Part-Time,Database Developer,SQL Database Developer,"SQL Database Developers design, implement, and maintain relational databases using SQL (Structured Query Language). They write queries, optimize database performance, and ensure data integrity and security.",SQL (Structured Query Language) Database design Query optimization Data modeling Database maintenance Problem-solving skills,US Foods Holding
eebe269c-04a3-498d-8c57-2ce5f9dfa810,1 to 9 Years,B.Tech,Temporary,Procurement Specialist,Procurement Manager,"Procurement Managers oversee procurement processes, managing vendor relationships, negotiating contracts, and ensuring cost-effective purchasing of goods and services.",Procurement strategies Supplier management Negotiation Cost analysis Supply chain management,Croda International
2b3a7112-8d52-4c64-afed-79dacca17bce,5 to 15 Years,B.Com,Intern,Systems Analyst,IT Analyst,"An IT Analyst assesses and analyzes IT systems, identifying areas for improvement, implementing technology solutions, and providing technical support to users and departments.",IT systems analysis Troubleshooting IT support and documentation,Travelers
3b226455-f5c6-4330-9c2f-a1b1f08447de,4 to 11 Years,M.Com,Intern,Nurse Practitioner,Acute Care Nurse Practitioner,"Acute Care Nurse Practitioners focus on managing acute and critical medical conditions, often working in hospitals or emergency care settings.",Acute care nursing Emergency medicine Critical care Diagnostic tests Treatment planning,Textron
